lang,text,nco_2015
ta,ரப்பர் நர்சரி மேலாளர்,1311.0901
en,Goldsmith,7313.0700
ta,"ரன்னர், மெயில்",9621.0800
hi,खमीर निर्माता,8160.7200
hi,विद्युत संयोजन प्रचालक,8212.0402
ta,உலர் சுத்தம் செய்யும் இயந்திரம்,8157.0300
ta,"மேற்பார்வையாளர், தொலைபேசி",3341.0400
ta,பூட்டுபவர்,7222.0700
ta,வரிவிதிப்பாளர்,7321.0200
ta,இணை-பரிவர்த்தனை நிதி மற்றும் கணக்கியல்,2411.0101
ta,குஷியன் மேக்கர்,7534.0400
en,"Police Inspectors and Detectives, Other",3355.9900
ta,விநியோகத்திற்கு முந்தைய ஆய்வு மேற்பார்வையாளர்,3322.4002
en,Clinical Psychologist,2634.0600
ta,கரடுமுரடான குறிப்பானை,7313.0903
hi,कार्यात्मक परीक्षक,7543.0801
en,"Secretaries, Other",4120.9900
en,Aerial – Photograph Interpreter,2165.0300
en,"Sewing Machine Operator, General",8153.0101
ta,உதவி சாரக்கட்டு,7119.0301
en,"Building Caretakers, Other",5153.9900
hi,बाजार अनुसंधान विश्लेषक,2431.0100
en,"Heel Breaster, Machine (Footwear)/Machine Operator – Heel Breasting",8156.0200
hi,मोल्ड सेटर (प्लास्टिक),8142.1300
ta,வீட்டு சுகாதார உதவி,5322.0101
ta,"இயக்குநர், ஆராய்ச்சி (திரைப்படம், வானொலி மற்றும் தொலைக்காட்சி)",2654.0400
en,"Roller Maker, Paper Printing",7322.0900
en,Production Manager (Motion Picture),2654.0800
en,Briner,7511.0400
en,Field Sales Executive (FSE),5243.0501
ta,"கட்டிட கட்டுமானத் தொழிலாளர்கள், பிறர்",9313.9900
ta,"கத்தி ஆடை, மைக்கா",7542.0600
ta,"மருத்துவர், ஆஸ்டியோபதிக்",2269.0200
en,Tyre Building Operator – Passenger Vehicles,8141.1703
ta,வடிகட்டி அச்சக இயக்கியை,8131.2300
hi,"आंदोलनकारी, कागज का गूदा",8171.1100
ta,நிறுவல் மற்றும் சேவை பொறியாளர்,7422.1001
hi,"धातु समाप्ति, प्लेटिंग और कोटिंग मशीन ऑपरेटर, अन्य",8122.9900
ta,"செவிலியர், தொழில்துறை",3221.0200
en,Room Attendant,5151.0202
hi,खनिज विज्ञानी,2114.0600
en,"Oiler and Greaser, Stationary Engine and Machinery",3131.0700
hi,"गणितशास्त्री, एक्चुअरी और सांख्यिकीविद, अन्य",2120.9900
en,Associate – Learning,2641.0801
en,"Slide Examiner, Palaeontology",3111.0700
ta,பராமரிப்பு ஃபிட்டர்-இயந்திரம்,7233.0101
en,"Member, Consumer Redressal Forum",2612.1300
en,Piano Tuner,7312.1200
en,Shotfirer,7542.0100
hi,"पनमन, चीनी",8160.3800
hi,"महाप्रबंधक, थोक व्यापार/वरिष्ठ प्रबंधक, थोक व्यापार",1420.0400
hi,डिजाइन-फॉर-मैन्युफैक्चर इंजीनियर,2151.0701
ta,உதவி ஷட்டர் தச்சு,7115.0201
hi,तेल प्रौद्योगिकीविद्,2145.1000
ta,விற்பனை பயிற்சி மேலாளர்,2424.0401
en,Mat Shearing Operator,8152.0500
hi,"सूचना और संचार प्रौद्योगिकी उपयोगकर्ता सहायता तकनीशियन, अन्य",3512.9900
hi,अपघर्षक लेपित कपड़ा और पेपरमेकर,8122.7200
hi,"एम्ब्रोइडर, मशीन",8153.0500
ta,"வடிவமைப்பாளர், தோல் கட்டுரைகள்",7532.0200
hi,भाषा अनुवादक-आई. टी. सेवाएँ,2643.0402
ta,செயல்பாட்டு சோதனையாளர்-ஆர். ஏ. சி,7543.1001
en,"Dry Cleaner, Hand",9121.0300
hi,ध्वनि रिकॉर्डिंग उपकरण प्रचालक/ध्वनि सहायक,3521.0401
ta,கூட்டு மனிதர் (போட்டி),8131.0500
ta,வார்ப்பு இயந்திர ஆபரேட்டர் (இரும்பு அல்லாத உலோகம்),8121.4300
hi,"प्रशासनिक और कार्यकारी अधिकारी, अर्ध-सरकार (केंद्र)",1112.0600
en,Orthodontist,2261.0300
ta,சீகோனி/ஓஎஸ் (சாதாரண சீமான்),8350.0300
en,Store Keeper,4321.0100
hi,"खेती करने वाला, फसल",6111.0200
en,"Registrar (Appellate Side, High Court)",2619.0200
en,Cycle Tube Reverser,8141.2300
hi,परिवर्तक प्रचालक (अनाज चारा मिल),8131.3800
en,Pipe Layer/Plumber Pipeline,7126.0201
en,"Welder, Gas",7212.0100
ta,"மேலாளர், வாகன சேவை நிலையம்",1213.0200
hi,सॉसेज निर्माता,7511.0300
en,"Cutter, Machine (Textile Product)",7532.0900
en,"Sheet Metal Workers, Other",7213.9900
hi,वाणिज्यिक वाहन चालक,8331.0301
hi,संग्रहकर्ता (कांच),7315.0800
ta,"மெக்கானிக், துல்லியமான கருவி, மின்",7412.0100
hi,"कंप्यूटर प्रोग्रामर, अन्य",2514.9900
en,Advertisement Writer,2431.0400
hi,विश्वसनीयता परीक्षक,7543.0803
ta,மனோதத்துவ மருத்துவர்,2634.0200
ta,"தையல்காரர்கள், ஆடை அணிவோர், ஃபுரியர்ஸ் மற்றும் ஹேட்டர்கள், பிற",7531.9900
en,"Developer, Photographic",8132.0200
hi,असेंबलर ड्राई सेल (बैटरी निर्माण),8212.0200
en,Customer Inspection Technician,3113.0701
en,Copyright Clerk,4110.0300
ta,"மேலாளர், பொழுதுபோக்கு மற்றும் பொழுதுபோக்கு",2654.0500
hi,धुलाई मशीन,8154.0500
en,Performance Tester – RACW,7543.1005
hi,सुरक्षा अधिकारी,5414.0101
en,"Tree and Shrub Crop Growers, Other",6112.9900
en,Handwriting Expert,3119.0400
hi,स्ट्रेनिंग ऑपरेटर (रबर रीक्लेम),8131.6100
hi,डिजाइन इंजीनियर,2151.0201
ta,லெட்ஜர் கிளார்க்,4311.0300
ta,மணிகளை தயாரிக்கும் நிறுவனம் (ரப்பர் டயர்),8141.0600
ta,தாவர உடலியல் நிபுணர்,2131.1800
en,Marketing Manager – Line of Business,3322.1701
en,Archivist,2621.0100
hi,"वाणिज्यिक यात्री, जनरल",3322.0200
en,Feed Extruder Operator,8141.0301
hi,"निर्देशक, वेल ड्रिलिंग",1120.1600
en,"Machineman, Automatic Printing",7322.1900
hi,चमड़ा प्रौद्योगिकीविद्,2141.2100
ta,"புத்தகக் கட்டிகள் மற்றும் தொடர்புடைய தொழிலாளர்கள், பிற",7323.9900
hi,"पत्थर काटने वाला, खदानें",8111.1200
hi,क्लिक प्रेस ऑपरेटर (अपघर्षक),8122.7800
ta,வைரம் வழங்குபவர்,7313.1501
en,Town Planner,2164.0100
ta,சி. ஆர். எம். உள்நாட்டு குரல்,5244.0101
hi,मोमबत्ती निर्माता,7318.0100
en,"Public Relations Professionals, Other",2432.9900
en,Butter Maker,7513.0300
hi,"प्रयोगशाला सहायक, प्राणी विज्ञान",3141.0100
en,"Controller, Tram",4323.0400
en,Milkman,5212.0100
hi,"प्रेसर, मशीन/इस्त्री प्रचालक",8157.0400
en,"Cleaner, Home Restoration Service",9111.0300
ta,பிளம்பிங் மேசன்,7112.0201
en,Table Cutter,7313.1304
en,Dumper Operator,8342.1202
en,"Supervisor and Foreman, Material and Freight Handling",3122.4000
hi,"प्लानर, वुड",7523.0600
en,Cardboard Box Maker,8143.0100
ta,"மானுடவியலாளர், பொது",2632.0700
ta,வணிகர்-ஆடைகள்,3323.0102
en,"Carpet Clipper, Hand",7318.6000
hi,विश्लेषक-शोध,2421.0101
ta,"மாடல், மட்பாண்டம் மற்றும் பீங்கான்",8181.1100
en,Gas-Compressor Operator,3132.0300
en,Plumbing Products Sales Officer,3322.5001
hi,पॉलिशर और क्लीनर,7313.0701
ta,அச்சிடும் தொழில்நுட்ப வல்லுநர்,2141.2400
en,Drawing Man,8152.0100
hi,सहायक शटर बढ़ई,7115.0201
ta,"பொது மருத்துவ பயிற்சியாளர்கள், அலோபதி, பிற",2211.9900
hi,टर्नर/पारंपरिक मोड़,7223.0601
en,Track Repairer (Rail Transport),9312.0200
ta,"பாட்டில் வாஷர், இயந்திரம்",8160.8100
hi,"पर्यवेक्षक और फोरमैन, पेट्रोलियम शोधन और संबंधित गतिविधियाँ/प्रचालक/इंजीनियरिंग सहायक (यांत्रिक/विद्युत/नागरिक/रासायनिक) संबंधित गतिविधियाँ",3122.1400
ta,"பிளாஸ்டிக் பொருட்கள் தயாரிக்கும் செயல்பாடுகள், பிற",8142.9900
